idiom,contents
이구동성,코로나 백신이 초래할 베트남 사회 분열 가능성
다다익선,10. 5STEP 문학 읽기 문학읽기를 하며 점검하기
적반하장,내 안의 늪 영화 아네트
적반하장,단 하나 뿐인 취미
대기만성,"세가지 유형의 일하는 사람 평범하지만 특별하게 일하는 사람은 어떤 사람들인가 괜찮은 선택들은 이미 나와는 멀어졌다. 두 번째는 어쩔 수 없이 일을 하게 되었는데, 그 안에서 행복한 순간들을 발견하는 [IDIOM]형이다. 일을 하면서 겪게 될 일반적 경험을 직장 상사로 부터 칭찬, 어렵다고 생각했던 일을 해내는 것, 그걸 통해 승진"
함흥차사,"[IDIOM] RTX 3090ti, 3월 말 드디어 출시?"
감언이설,인생사 프롤로그 인력동원 단체입니다. 1930년부터 전개된 민족말살 통치의 일환으로 황국신민 교육을 받은 학생들은 일본인 선생님들의 [IDIOM]에 속아 근로정신대로 편성되어 일본 나고야시와 도야마시에 있는 군수공장으로 갔습니다. 징집된 사람들은 제대로 된 임금을
감언이설,"American Honey, 2016 사건이 벌어지지 않을까 싶었던 새아빠가 있는 집에 어린 동생들을 두고 나왔으나, 꿈은 가족을 이루는 것이다. 거짓말로, [IDIOM]로 영업을 하는 제이크의 방식을 스타는 비판한다. 거짓으로 꾸며내면서까지 판매실적을 올리고 싶진 않은 것이다. 그런데"
노심초사,불리아그메니 아테네에서 수니온 곶까지 이어진 해변산책길
군계일학,"서울식물원과 10회 빛초롱축제와 명동, 남산 은행나무 그림, 서울식물원, 청계천, 명동, 길거리 음식, 은행나무, 가을, 야경"
백전백승,"나의 다섯 번째 혀대낮에 19금 토크 5번째 외국어, 베트남어 정복기 일러스트 by 하노이 민언냐"
청빈낙도,"수렵채집 사회는 행복했을까? feat. 원시인, 수렵채집인"
다다익선,"아무튼, 바느질"
호각지세,"수원FC, 키코캐리어 브랜드데이로 수원더비 개최한다"
환골탈태,"공자는 왜 안회를 그렇게 많이 칭찬했을까? 누구나 알고는 있지만, 누구도 쉽게 할 수 없는 일"
이구동성,"보랏빛 얼룩 2화 닮은꼴 삼각형 ""너희 둘은 어쩜 그렇게 닮았니? 혹시 쌍둥이니?"" 어릴 적부터 어른들한테 귀가 딱지가 않도록 들은 질문이다. ""아뇨!"" 우린 [IDIOM]으로 외친다. ""대답하는 모습도 꼭 닮았구나."" 결국 백기를 들고, 우리가 닮은꼴 남매임을 인정하고 만다. 나의 핏줄"
군계일학,영화 감독 지망생
불철주야,왜 알바한테 맡기면 매상이 줄어들까 세일즈는 간절함이 중요하다 리드는 너무나 중요해서그 대응 방법에 대해 조금 공부할 필요가 있다. 우리는 그동안 세일즈 리드를 발굴하기 위해서 [IDIOM]양질의 콘텐츠도 만들고 수많은 온오프라인 채널을 통해 열심히 알려왔다. 그러나 막상 그것을 제대로 처리하는사람이 많지
다다익선,"책 미니멀리즘을 추구하는 독자들에게 권함 어느 순간부터 '미니멀리즘'에 대한 관심도가 높아졌다. 이는 '[IDIOM]'의 사상에서 벗어난, 가히 혁명적인 가치관의 변화다. 신자유주의 체제 하에서, 우리에게는 자본이 곧 권력이라는 사회적 인식이 지배했었다. 그 권력을 가장 '쉽게' 보여줄"
수어지교,"유비와 제갈량의 관계, '[IDIOM]' [IDIOM]란 물과 물고기의 사귐을 이르는 말로, 이는 물고기가 물을 떠나서는 살 수 없듯이 떨어질 수 없이 아주 가까운 사이를 말한다. 즉, 나와 제갈량은 물과 물고기 같은 사이인 '[IDIOM]'니, 더 이상 이 일에 왈가왈부하지 말아라.""라고 타이르면서 한 말이 '[IDIOM]'이다"
개과천선,이런 주제를 쓰면 절대 안 된다
불철주야,29.수포추마사지 부로언치
적반하장,신호위반으로 사고내놓고 역대급 [IDIOM] 쏟아낸 상황
다다익선,"신용카드도, 체크카드도 아니다? 너는 누구냐! 매월 혜택이 업데이트 되는 충전형 선불카드"
불철주야,비록 그 행위로 인해 신문사에 경찰이 투입되고 감옥에 들어가도 말이다. 윤기자는 박종철의 사망원인을 알아내기 위해 [IDIOM]로 뛰어다닌다. 그는 언론이 지닌 자유를 맘껏 누리며 이 특권을 어찌 써야 되는지 잘 보여준다. 작품의 1
불철주야,[크리에이터를 소개합니다] 라임튜브 전 세계 어린이들의 친구 여섯 살 라임이 어린이들을 위한 콘텐츠를 만들어내는 국내 대표 콘텐츠 회사가 되고자 하고 있습니다. 이를 위해 라임캐스트에서 라임이와 친구들은 지금도 [IDIOM] 콘텐츠 개발에 전념하고 있습니다. 언젠가 라임이와 파랑이가 뽀로로같은 캐릭터가 될 수 있지
적반하장,본인이 실수해놓고 [IDIOM]인 피자가게
적반하장,"양말과의 전쟁 보통 남편의 아내로 사는 법5 눈치껏 꼬랑지를 내리면 더 이상 언성이 높아지진 않을 것을 안다. 하지만, 나에게도 지켜야 할 명예와 자존심이 있다. [IDIOM]도 유분수지, 자기가 뭘 잘했다고 큰 소리인가? 그래, 전쟁이다. 왜 소리는 질러? 양말로 시작된 싸움은 서로의 목소리와"
개과천선,영화 '보안관' 한번 찍으면 끝까지 쫓는 경찰 집념 영화리뷰 경찰의 집념에 갈채를 보낸다
감언이설,일단 떠나고 보자. 근데 뭔가 잘 맞지 않아. 장모님과 떠나는 미국여행 2
감언이설,"겉치레와 속마음이 다른 사람들을 구별하는 5가지 방법 채용면접의 심리학 , hidden meaning를 정확하게 꿰뚫어 볼 수 있는 안목을 갖춰야 한다. 남의 마음을 꾀기 위한 달콤한 말이라는 뜻의 [IDIOM]을 하는 사람을 조심해야 한다. 처음 봤는 때부터 달콤한 말을 쏟아내는 사람은 걸려야 한다. 말을 달콤하게"
환골탈태,새집인데 인테리어 꼭 해야 하나. 안 했으면 후회할뻔했다 진행됐다. 중간중간 업체에서 카톡으로 보내준 변화된 주방사진을 보고 다시 한번 깨달았다. 자본주의의 위대함을. 주방의 [IDIOM] 과정을 직접 목도하니 경탄스러웠다. 답답하게 들어섰던 상부장을 해체하고 그 자리에는 수입 타일과 아내의 주문대로
백발백중,교사에게 방학은 자기 뇌에 씨앗을 심는 시기입니다. 에서 배상민 디자이너에게 배운 것들
백전백승,적을 알고 나를 알면 [IDIOM]? 나를 알지 못해 백전백패
백전백승,"직장에서 소소하게 복수하기 티 안 나게 화풀이 하기 쳤던 방법이다. 일단 함께 밥을 먹거나 차를 마셔야 하는 상황이 온다 그럼 먼저 그 사람에 대해 질문을 한다. 지피지기 [IDIOM]이라고, 적군이 신이 나서 줄줄 이야기할 만한 관심사나 최근 상황 등은 미리 파악해두면 좋다. 예를 들자면, 요즘 결혼"
감언이설,남성의 FLEX나 달콤한 약속이 여성에게 쓸모없는 이유 A 씨는 사기를 당하고 B 씨는 발 뻗고 자는 이유
수적천석,"[IDIOM]의 마음으로 선물같은 하루를 열어본다 하루가 다르게 요동치는 지구촌 그리고 이야기들이 뉴스를 채워나간다. 가을 꽃님들도 그들의 가을을 만끽하고, 출근길에 만나는 우리의 이웃들의 발걸음도 또 하루를 열어간다. 선물같은하루 오늘도 작은 미소가 있는 마음이 따스한 날 되었으면합니다. 청경우독 새옹지마 [IDIOM]"
백전백승,배달 장사를하고 싶다면 꼭이 책을 feat. 배달 장사의 진짜 부자들 가는 경우를 흔히 보았습니다. 요리를 조금 잘하는 것과 장사를 하는 것은 전혀 다른 분야입니다. 적을 알고 나를 알아야 [IDIOM]인 셈입니다. 그에 대한 부분을 어떤 방식으로 해야 하는지 로드맵을 그려주는 책입니다. 상권조사만큼 중요한 이 부분
군계일학,1인분을 한다는 것
불철주야,올드맨 네가 남자의 책임을 알아? 라고 습관처럼 말하는 사람
적반하장,집안 내력 변화시키기
백발백중,취업은 회사와 나의 결혼 취업성공전략 지피지기 기업이 어떤 인재를 원하는지는 무시하고나의 관점에서만 나는 이런 인재요 하고 지원하는 것과 같다. 이런 경우가 [IDIOM] 광탈에 속할 가능성이 크다. 때로는 서류전형에 합격하는 경우도 있는데 이것은 자기소개서 내용은 보지
다다익선,"것처럼 아주 편안하고 생기 있어 보여야 한다. 그러므로 보톡스 주사를 맞을 계획이라면, 처음부터 한 병을 다 맞지 마라. [IDIOM]은 보톡스에는 적용되지 않는 말이다! 보톡스를 피부에 주입하는 방법은 주사밖에 없다. 효능물질의 분자가 커서 피부"
불철주야,"안녕, 이 달의 영수증 회사에서 카톡 PC 메신저의 존재감을 경험하는 순간"
노심초사,"나의 사랑스러운 위층 이웃 2 층간소음에 관한 기억 하나,"
적반하장,영화 아무쪼록 행복하기를 진심으로 하는 거짓말에 관하여
적반하장,"[서평]오늘도 이상한 사람때문에 힘들었습니다,꿈의지도 실질적이면서도 효율적인 심리학책이네요 없어서 정말 바쁜가보다, 하고 그냥 나 혼자 제주도로 갔는데 갑자기 느닷없이 등장하더니 왜 자기한테 말 안하고 갔냐며 [IDIOM]으로 굴기까지 했다. 덕분에 1인용 숙박을 갑자기 2명으로 장소까지 변경해서 예약해야했고, 그러다가 갑자기 또 말했던"
수적천석,시즌제 모바일 SLG게임 삼국지 전략판 신규서버 [IDIOM] 오픈 및 PK시즌 군쟁지리 정보 안녕하세요. 다양한 게임에 대한 소식을 전달 드리는 블로거입니다. 현재 시점에서도 시즌제 모바일 SLG게임 중에서 가장 큰 명성을 자랑하고 있는 삼국지 전략판이 이번주 토요일 신규 서버인 상부상조를 오픈할 예정입니다. 이외에도 PK시즌 시나리오 군쟁지리가 추가되는 등 새로운 재미를
개과천선,후진 양성 후계자를 양성하는 내용이 나오는 묶음 애니메이션
감언이설,"판단하기 때문에 오히려 검증이 약해져 버린다. 영화 속 두 아이의 엄마인 연교가 딱 그런 타입이다. 쉽게 사람을 믿지만, [IDIOM]에 속아 쉽게 주변 사람을 버린다. 남편인 박사장 역시 단편적인 정보만을 보고 그 사람의 모든 것을 판단해 버린다. 그들"
노심초사,민폐 보상 쏘아 올린 화살은 본인에게 돌아온다 억울해하며 나 스스로의 경험 부족을 자책했을지도 모르겠다. 배상 요구해왔는데 혹시라도 나한테 불똥이라도 튀면 어쩌지 [IDIOM]하며 '어른이 왜 저래' 탓했으려나. 실은 상대는 무늬만 어른인데 20대에 그걸 알아차리기란 쉽지 않다. 30대의 나는 '뭐
환골탈태,유치한 코스프레 가득한 작품들 '아스달 연대기''킹덤' 무엇이 문제일까
백전백승,"이순신에게 바치는 헌사 김훈이 쓰고, 김하늬가 덧붙이다"
환골탈태,강남 청담동 빌라 프리미엄 이사청소 [IDIOM]현장
감언이설,"Again 고구마, 단지 하루 만에"
노심초사,"나에게 '스물다섯,스물하나'의 이진오빠였던 앞집오빠 고3시절 나에게 대학생의 로망을 알려주었던 앞집오빠 대형평수로 신혼을 시작한 것이다. 나는 엄마의 말을 듣고 나서부터 행여나 친정에 갈 때마다 앞집오빠를 또 마주칠까봐 [IDIOM]했다. 거의 매일 친정집을 가던 시절이었기에 사실 안 만날 수 없는 노릇이었다. 앞집오빠보다 부인을 먼저 보게 되었는데"
백전백승,뷰인사이드블랙헤드? 화이트헤드 피부관리 하는 법 블랙헤드와 화이트헤드 좀 사라져주지 않겠니?
백발백중,비혼 메이트 TMI 부록 3 질의응답 시간 문제가 있는 경우이기 때문입니다. 유난히 '흐린 눈'이 되지 않는 날이면 정혈 시기가 오지 않았나 생각해 봅니다. [IDIOM]입니다. 일단 잘 먹고 잘 자고 일어나면 기분이 나아져 있습니다. 문제는 룸메에게 있는 게 아니라 제 호르몬에 있었던 것
감언이설,애니메이션이 담론을 함부로 건드려도 되는 이유 영화 강하게 든다. 주토피아는 이상이라는 명분으로 본성을 잘라낸 개체들의 집합이다. 동물원이다. 동물들은 유토피아라는 [IDIOM]에 현혹되어 제 발로 우리에 들어간다. 는 동물들이 생존하기 위해 서로를 죽이지 않아도 될 만큼 진화했다는 전제
대기만성,일상과 낭만의 공생 영화 행복의 속도
백전백승,"22년, 당신의 목표는 '좋은' 목표인가요? OKR로 새해 목표 세우기 하지만, 우리는 진짜 좋은 목표를 세우고 있었을까? 그저 목표를 설정한 것, 자체에만 뿌듯해하는 건 아닐까? 지피지기 [IDIOM]이란 말이 있듯이,좋은 목표를 세우기 위해선 목표의 본질을 고찰할 필요가 있다. 22년 목표. 아직까지 3Q, 4Q 목표는 만족할"
감지덕지,"AJ 5302. 우리를 부탁해 안내도 한국어로 지원되는데, 음색이나 어투가 매끄럽진 않지만, 일단 얘가 나와 한국어로 의사소통이 된다는 것만으로도 [IDIOM]. 더 이상 뭘 바라겠어. 어쨌든 친하게 지내보자구. 앞으로 20여일간 잘 부탁한다 내비게이션이 한국어 지원까지"
수어지교,[단편]누군가의 과거 머릿속에 스쳐가는 사람들의 모습들. 작년이었다. 지하세계에서 인간계로 올라온 날 아니 그렇다고 믿었던 날. 내 주머니에서 빠진 손수건을 주워주었던 남자 지금은 내 남자친구. 나는 24살이고 여자이다. 이름은 이아람 2년전이었나? 과제를 위한 자료를 찾던 중 정신을 잃었다. 깨어나보니
다다익선,넘치는 것과 모자란 건 수평을 이룬다 사서삼경을 되짚다 7 과유불급 말이다. 극과 극은 어느 쪽이 낫고 낫지 않음을 따질 것도 없이 같은 것으로 결론지은 표현이다. 많으면 많을수록 좋다는 [IDIOM]은 경제적 측면이나 물리적 수량을 표현할 때 자주 활용하는 숙어인데 과유불급과는 상충되는 용어일 수 있다. 지나치게
감언이설,"부부갈등, 성격차이가 아닌 뭘까요? 다름을 인정하지 않는 의사소통방식에 있답니다 상대에게 온갖 수단과 방법을 가리지 않고 구애를 하곤 합니다. 마치 자신 몸속의 간도 빼주고 쓸개도 빼 줄 것처럼 온갖 '[IDIOM]'을 늘어놓지요, 하지만 정작 결혼과 함께 한 이불 덮고 한솥밥을 먹는 부부가 되면 '내가 언제 그랬냐'는 식으로 결혼 전"
조령모개,작심삼일에 대하여[IDIOM]!
백발백중,산티아고 일지 21 평범하지만 중요한 Dnde estoy en este mapa?
불철주야,우리 시대의 양심과 청렴의 두 얼굴은 수치를 모른다 아니면 안 된다는 선민의식을 가진 오만한 승자들. 승자독식의 오류 속에서 그들의 양심이 제대로 작동할 수 있었을까. 그 협량들이 국가인재라는
수적천석,"일터에서 만난 좋은글 .류천석,[IDIOM].[IDIOM] 참고네이버 한자사전 은 에 고사가 수록 되어있습니다. 공통적으로 작은것이라도 끊임없이 거듭하여 노력이"
대기만성,거북이처럼 말과 행동이 느린 사람 위한 조언 7가지 느려도 괜찮아 향해 갔다. 게으른 사람은 절대 '거북이 같은 사람'이 아니다. 오히려 경주 도중 낮잠을 청한 토끼 같은 사람에 가깝다. 6. [IDIOM]형 인간이 되기 위해 노력한다 '토끼와 거북이'에 등장하는 거북이는 소위 말하는 '형 인간'이다. 경주가 시작될
감언이설,"뇌가 심장이 되는 것, 오스와 와일드의 도리언 그레이의 초상에서 나타난 타락"
불철주야,"민성이의 차태기 휴직 386일째, 민성이 D635"
적반하장,어쩌다 피고인
불철주야,국가사회를 외도공화국으로 만들기 위해 [IDIOM] 노력하는 사람들
불철주야,"학교를 다니면서도 부정하는 사회 '2023학년도 서울대학교 정시전형 개편', 그 너머의 이야기 않을 것이라 신뢰하고 고등학교 수업 불출석 및 정기고사, 수행평가 등에 일체 응시하지 아니한 채 수능 시험 공부에만 [IDIOM] 매진해왔다며."" 지난 10월 말, 서울대학교에서 2023학년도 대입전형 기본계획을 발표했다. 정시에도 지역균형선발전형을"
수어지교,"삼국지로 부터 배우는 고사성어 ""[IDIOM]""의 뜻"
개과천선,신의 부인은 여신인데 엄청 틀에 박힌 이미지로 좀 바보 같이 만들어버린게 거슬리더니. 이런 내 사고의 틀도 깨버린다. 신의 [IDIOM]이 나올 법 한데 스포일러 될테니 생략. 현실은 날마다 재난인데 신이 마냥 선할 리 없지. 성역 없는 이웃집에
적반하장,"것 같습니다. 아니 지금도 가고 싶습니다. 누구에게도 보이고 싶지 않습니다. 내 옷에 튄 떡볶이 국물을. 감독님, 재훈의 [IDIOM]에도 오히려 사과를 하던 수정은 이제 만날 수 없습니다. 진짜 예쁜데, 당신 너무 예쁘다고 말하고 싶은 마음 하나만"
다다익선,"타이, 몇 개나 필요한가요? 상황과 스타일을 위한 필요한 타이의 수는? 대한 이야기입니다. 출처 본인 사진 타이는 옷의 중심이자 미무리입니다. 제가 가진 패션에 대한 철학 중 하나는 '[IDIOM]' 입니다. 다양한 스타일의 옷과 액세서리를 가질 수록 표현할 수 있는 방법은 다양하기 마련입니다. 특히 타이, 행거치프"
삼인성호,가짜 관계를 구별하는 방법 관계의 재정립
이구동성,전업맘에서 워킹맘으로의 전환을 앞두고. 4년 만의 복직
불철주야,"명함이 없어 문득 작아질 때. 나를 잘 모르는 집단에 나를 소개할 문구가 필요하다 000이런 일이 있었는데 000 그냥 다음부턴 뭐하는 사람이냐고 물으면 '작가'라고 해야겠어."" 뭐라도 의미있는 일을 해보겠다고 [IDIOM]로 손목을 써서, 베스트셀러 작가 한강 님 등이나 걸리는 건초염이 몇 달째 가시지 않고 있는데 말이다. 말이"
불철주야,당신 덕분에 코로나블루 이겨내고 있답니다 주간동아 포스트 팔로워들이 보내준 나를 위로 해준 사람
함흥차사,"역사탐방에세이 7화 태조 건원릉 위화도 회군, 그리고 [IDIOM] 배우가 이성계 역을 맡아 열연한 드라마 장면이 오버랩되었다. 실제 이성계의 분노가 더하면 더했지 덜 하지 않았으리라. [IDIOM]라는 고사성어가 괜히 나온 게 아니다. 한 왕조를 뒤엎고, 새 왕조를 창업할 수는 있었지만, 둘째 부인 소생인 세자"
적반하장,6. 꼰대와 맞서는 플랜B 무릎을 꿇은 건 때때로 추진력을 얻기 위함일 수 있다
이구동성,은퇴한 남편 직장동료들 부부 골프 포항 C.C. 오션뷰 C.C. 오션 비치 골프리조트
군계일학,"다이어트 학교 흔들리지 않는 마음을 가지기 학교 시절, 또래의 비슷한 외모를 가진 친구들 사이에서 조금이라도 예쁜 친구들은 눈에 띄기 마련이다. 그리고 게 중엔 [IDIOM]이라는 말이 딱 어울리는, 말 그대로 주변 사람들을 오징어로 만들어버리는 그런 독보적인 외모를 가진 친구들이 몇몇 존재"
노심초사,우주가 뭘 주든 그저 받아들이며 살아가리 를 읽고
백전백승,"호르몬을 알아야 다이어트에 성공한다. 인슐린에 영향을 미치는 다양한 요인은 무엇인가? 때문에 이는 호르몬과 신경계통의 밸런스를 조정하기에 아주 좋다고 볼 수 있다. 개인적인 생각은 먹은 모든 것을 기록하는 것이 가장 중요하다고 생각한다. 지피지기 [IDIOM], 결국 건강한 리듬에 신체를 잘 적응시키는 것이 가장 중요하다고 보여진다"
감언이설,"'걱정을 뒤로하고 가고 싶은 곳으로.' [영화 후기,리뷰 디즈니 픽사 신작,개봉작,상영작,영화 추천] 가면 안된다. 라고 말하면 더 궁금해지는 게 아이의 심리가 아닌가. 루카는 육지 사람들에 대해 잘 안다는 알베르토의 [IDIOM]에 이끌려 머릿속을 지배하고 있는 두려움을 떨쳐내고 육지에 올라가는데 성공한다. 원래 육지에 살던 존재가 아닌 바다 괴물"
함흥차사,"술로 마음을 빚다 4 증자, 고두밥을 찌고 식히다"
마부작침,도끼를 갈아서 바늘로 만든다는후라이도믿어 볼까? 우리는 커서 뭐가 될까?
수적천석,매일공부자극글귀 [IDIOM]고사성어
개과천선,지나간 허물을 고치고 착하게 된다는 고사성어 [IDIOM] 지나간 허물을 고치고 착하게 된다는 고사성어 [IDIOM] 꽃부추라는 아르메니아 진나라 헤제 때 양흠 지방에 주처라는. 자네가 굳은 의지를 가지고 지난날의 허물을 고치고 새롭게 착한 사람이 된다면 자네의 앞날이 무한한 것일세. 육가 형제의
마호체승,한자성어 2일차 동병상련 어려운 사람끼리 서로 가엾게 여김 득의만면 일이 뜻대로 이루어져 기쁜 표정이 얼굴에 가득함 마이동풍 남의 말을 귀담아듣지 아니함 [IDIOM] 예전 것도 좋지만 새로운 것으로 바꾸어 보는 것도 즐겁다 맥수지탄 왕조의 멸망 한탄 맥주
적반하장,"대구 기간제 여교사 남편 카톡 공개, 남학생 불륜에도 [IDIOM] 뻔뻔"
이구동성,"예향 광주에서 어반 광주로 기독교 문화를 표방하는 한국 도시는 없다. 양림동을 방문하는 여행자는 느끼지 못하지만 이곳에서 사는 사람들은 [IDIOM]으로 마을 주민의 보수성을 이야기한다. 보수적인 교회의 영향을 받아 마을 주민들이 스스로에게 엄격한 신앙생활을 하고, 세상"
다다익선,변호사를 키운 양육법 엄마 아빠 사랑해요
다다익선,넘치는 것과 모자란 건 수평을 이룬다 사서삼경을 되짚다 7 과유불급
대기만성,창업에 영향을 준 스탠포드에서의 VC 강의 스타트업다이어리 창업의 기로에 선 사람들을 위한 두번째 글 방향을 추천해주었다. 사실 facebook의 마커주크버그와 같이 Hightech분야의 젊은 CEO가 아니더라도 자신만의 방식으로 [IDIOM]되었을 때 Risk를 감당할 준비가 된채로 사회에 나가는 것이 옳다는 것이다. 어떠한 환상을 가지고 Startup을 하는 것이 아닌
다다익선,외항사 승무원 영어 면접 답변 준비꿀팁! Part 1. 외항사 승무원 영어면접 답변 준비하기
대기만성,초코파이의 진화 초코파이 덕후와 함께 하는 초코파이 역사 엿보기 노력을 기울인 끝에 드디어 초코파이는 1974년 이 세상으로 나오게 된다. 초코파이는 늦게 성공하여 사람을 애태우는 [IDIOM]형도 아니었고 낙오자와도 거리가 멀었다. 출생 직후부터 성공가도를 달리게 된다. 출생 후 5년간 승승장구 할 만큼 낭중지추요
적반하장,마음에 쏙 드는 리뷰 조우성 변호사의 법과 인생
감지덕지,[IDIOM] 달콤한 말과 이로운 이야기라는 뜻. 남을 꾀기 위해 꾸민 그럴듯한 말을 가리킴. 아부 [IDIOM] 이를 감사하게 생각하고 이를 덕으로 생각한다는 뜻. 대단히 고맙게 여긴다는 말. 출처 3단계 고사성어
다다익선,[제주] 이큐티 EQTY 노르웨이가 여기 있구나 지경입니다. 일단 정말 맛있구요. 재료도 좋습니다. 반죽에 상하우유 들어갑니다. 글레이즈나 필링도 아낌없이 넣어줍니다. [IDIOM]도 가끔은 맞는 말이네요. 포장해서 올 수밖에 없었습니다. 도넛 포장 노르웨이의 Talormade가 문득 떠올랐습니다. 직접
호각지세,"프로 감독들, '이윤열 vs 마재윤' 44 [IDIOM] 프로 감독들, '이윤열 vs 마재윤' 44 [IDIOM] [OSEN고용준 기자] 이윤열이냐 마재윤이냐. 24일 서울 올림픽공원 역도경기장에서 벌어지는 '신한은행 스타리그 시즌3' 결승전은 여러가지로 관심을 끈다. 우선 스타리그 3회 우승으로 골든 마우스를 차지한 이윤열이"
수적천석,걷기의 가르침 4 [IDIOM] 주말이든 명절이든 공휴일이든 매일한다. 피곤해 죽겠는날. 어쨌든 푸시업 1개를 하더라도 매일한다. 물 한방울.의 위력 걷기운동 운동동기부여 운동이유 운동명언 운동사자성어 걷기사자성어 [IDIOM] 운동습관 노적성해 꾸준함 운동습관 운동챌린지
철중쟁쟁,[IDIOM] 권용찬 여러 작품들 중 선택하게 된 작품은 [IDIOM]이다. 왜냐하면 이 작품 스타일이 재밌게 읽었던 이라는 뜻은 같은 무리가운데서 가장 뛰어난 사람을 뜻하는 한자성어다. 문으로 이름을 날리는 권문세가 조가장에 셋째 아들 조일관은
적반하장,남의 허물을 논란하지 아니함 동학공부 12
백전백승,우주에 체류 중입니다만 나이지리아 출신입니다만
군계일학,"연륜을 돈주고 사볼 수 있다구요? 위즈덤 Love Andrew Zuckerman 영국 배우인데 나이가 꽤 많으신데도 사진이 기품이 넘칩니다. 물론 다른 분들도 뭔가 내공이 있어 보이긴 하지만 이분은 [IDIOM]으로 빛이 나는데, '이렇게 늙고 싶다'라는 생각이 들 정도네요. 바네사 레드그레이브는 젊었을 때 카렐 라이츠의 '모건"
철중쟁쟁,", , , , 의미 쇠로 낯가죽을 하였다는 말로 얼굴색 하나 변하지 않고 아무한테나 아첨을 일삼는 파렴치한 인간을 가리킨다. 의미 쇠 중에서도 쟁쟁하게 울리는 것이라는 뜻으로, 같은 종류 가운데서도 특히 뛰어난 것을 일컫는 말이다"
감언이설,"할 수 있을까 여행 안 하고 멕시코시티에서 35박 살기 12 거의 반년은 몸무게 따위는 무시하고 살았다. 인생 뭐 있어, 이 정도도 못 즐기면 어떻게 살라고! 이러면서 온갖 [IDIOM]과 합리화로 나를 안심시켰다. 이런 거 보면 사람은 참 똑똑하고 영리하다, 자신이 뭘 원하는지에 따라 스스로를 살살 구슬려가며"
이구동성,일단은 이고 지고
백발백중,"다시 개학 교과보충 수업이 있었습니다. 1학년도 수업 방향, 진도, 평가 계획을 간단하게 안내하고 5과 앞부분 복습한 다음 문일지십, [IDIOM], 천신만고를 공부했습니다. 1학기 마지막 시간에 방학 계획 써서 밀봉한 반은 그때 그 글 나누어 주는 재미가 쏠쏠"
백전백승,돈의 속성 최상위 부자가 말하는 돈에 대한 모든 것 발생될 수 있다. 그렇기 때문에 돈은 우리가 너무 멀리할 수도 너무 가까이할 수도 없는 불편한 존재이다. 지피지기면 [IDIOM]이라고 돈을 다루기 이전에 돈이라는 것이 무엇이고 어떻게 다루어야 하는지에 대한 고민을 해본다면 미래에는 돈에 대한 감각
군계일학,[IDIOM]의 불편한 심리
도탄지고,"리더, 왜 권력에 매몰되나? 권력을 주는 것은 국민인데, 권력 주변의 패거리들에게 열매를 내어주는 자 백성들이옵니까? 아니오면 궁궐과 의회에 모여 앉은 대신들이옵니까? 또한 역사를 되짚어 살펴보건데, 과연 이 나라를 [IDIOM]에 빠트렸던 자들은 우매한 백성들이었사옵니까? 아니오면 제 이득에 눈먼 탐관오리들과 무능력한 조정의 대신들이었사옵니까"
백전백승,여름 스타벅스 신메뉴의 칼로리는? 스타벅스 여름 신메뉴 푸드의 영양성분 비교
백발백중,전략은 반드시 검증 과정을 거쳐야한다. 주식투자원칙 정립 3편
적반하장,"불법주차 해놓고 [IDIOM] 태도 보이는 차주들 운전을 하다 보면 부득이하게 위법 행위를 할 때가 있다. 예를 들면 불법 주차나 터널 실선 구간에서 차선 변경을 하는 일들이 일상에서 빈번하게 일어난다. 하지만 해당 행위들은 전부 불법이고, 해당 운전자들 모두 불법이라는 것도 알고 있다. 하지만"
다다익선,한국의 아방가르드 avantgarde 구한말 한국화가들을 통해 두려움 극복하기
감언이설,"잃어버린 아이 이야기 어떤 인생은 소설이 된다 게 도저히 믿기지 않을 정도로 나의 아버지는 끊임없이 동네에 사건 사고를 일으키고 다녔다고 한다. 밖에서는 온갖 [IDIOM]로 다정하게 여자들을 꼬드기는 할아버지도 집에서는 무뚝뚝하고 엄격한 가장에 다름 아니어서, 나의 아버지가 사고를 칠 때마다"
백전백승,"우리가 흔히 '지피지기면 [IDIOM]' 이라고 알고 있는 한자 성어가 원래는 '손자병법 모공편'에 나오는 '지피지기 백전불태'라는 한자 성어가 변형된 말이다. 다시 말해, '나를 알고, 상대를 알면, 백번 싸워도 위태롭지 않다'는 말이 원래의 의미인 것"
적반하장,"사회생활과 비즈니스 매너 기본 시간과 약속 직장생활, 직장인, 사회생활, 매너, 약속, 패스파인더넷 약속 잊고 하는 것에 대해 특별히 제지를 받으면서 살지 않아서 그런 것으로 지적을 받으면, 별것도 아닌데 왜 그러는지 오히려 [IDIOM]인 경우가 많다. 하지만 비즈니스 매너는 기본 중 기본이자, 사회생활 이외 사적인 인간관계에서도 '신뢰'의 기본"
백발백중,"2021년이 남긴 것들 거센 풍랑 속을 헤쳐온 시간들 예감이 주는 적중률이란 놀랍도록 정확하다. 특히 안 좋은 예감은 어김없이 [IDIOM] 빗나가는 적이 없다. 나이 먹는 것은 너무나 싫은데, 이상하게도 올초에 2021년이 마치 하루처럼 빨리 지나가버렸으면 좋겠다는 생각을 했다. 봄의 기운이 세상에 싹"
