idiom,contents
다다익선,내 속의 두 세계가 나를 괴롭힌다 넘어선 칭송받고 우월하고픈 명예욕 쉴 틈도 없이 자극만 받으면 스치는 성적욕망 충동적 몸의 욕구들 가져도 가져도 [IDIOM]으로 꿈꾸는 재산에 대한 부자 욕망 그러는 중에도 한여름의 물 한모금처럼 갈증을 느끼는 바람이 있다 성결하고 흰옷처럼 오염.
백전백승,"[개음추] 제발 머라이어 캐리 말고 다른 캐럴좀! 30여 년 동안 크리스마스 캐럴의 정상, 제발 내려와 주세요  comwatch?vyXQViqx6GMY 영화 러브 액츄얼리에 삽입되어, 더 더 더 더욱더 알려진 머라이어 캐리의 곡. 지피지기면 [IDIOM]? All I Want For Christmas Is You는 현재까지 앨범 기준, 1600만 장이 넘게 팔린 것으로 추정되고 있으며,세계 가장 많이."
군계일학,"막내형 이강인 선수, 꽃길만 걷자! 주관 단일대회에서 한국 선수 최다 도움 사회에서는 돈이 많으면 형, 축구에서는 실력이 더 좋으면 형이라는 말이 있다. [IDIOM]의 실력으로 그라운드를 누빈 이강인 선수에게 형이라는 호칭이 낯설지 않은 이유다. 그리고, 약관 18세 선수에게서 벌써."
함흥차사,"RIGA, 조아스키! 폴란드, 리투아니아, 라트비아, 에스토니아 여행6. 리가 생각이 들었다. 우리는 아가씨를 불러 이야기를 했다. 그녀는 프런트 데스크에 물어보겠다는 말을 하고는 사라지더니 [IDIOM]다. 웰컴이고 뭐고 매우 불쾌했다. 기다리다 못해 프런트 데스크로 가서 자초지종을 이야기했다. 호텔 매니저가 와서 사과의 말."
군계일학,"풀잎들의마을. 3 무리 가운데 높아 있으면 그것도 서로 힘들 것인데 이리 서로 보듬고 어깨를 나눠 주고 나누고 뿌리까지 엉키기도 하고 [IDIOM]이란 말도, 낭중지추란 말도 없어 더욱 좋은 장삼이사들입니다 그것은 지극히 자연스러움입니다 풀잎들의 마을은 늘 그렇습니다."
백전백승,"계속하는 사람은 당해낼 재간이 없다. 운동과 다이어트, 단 하나의 성공 비결! 다짐은 타협 금지, 책임전가 금지, 변명 금지였습니다. 일본전산 이야기 에서 적을 알고 나를 알아야 [IDIOM]이라고 했다. 그런데 그 적은 당신 안에 있다. 오오하시 에츠오는 그의 저서 계속 모드에서 무슨 일이든 포기하게."
다다익선,애플 에어팟 귀에서 안빠질까? 개봉기부터 사용 후기안드로이드 스마트폰 연동 확인 애플 온라인 스토어에서 현재 2만원 중반에 판매되는 제품입니다. 아이폰 충전에 사용해도 되고요. 라이트닝 케이블은 [IDIOM]이죠. 회사에 하나두고 집에 또 하나두고 돈주고 사기에는 왠지 아까운 것 같고. 애플 제품이 하나둘씩 늘어날때마다.
수어지교,"침착맨 나의 길티 플레저 지금 한국을 관통하는 대중문화의 한 얼굴 죽기로 한 맹세인 도원결의를 ""한 명이 죽으면 따라 죽어야 하는 저주""로, 유비와 제갈량의 절친한 관계를 묘사하는 말인 [IDIOM]를 ""합체오줌""으로, 조조의 서주 대학살은 부친의 원수를 갚기 위해 벌인 일이므로 ""서주 대효도""라고 표현하는 센스는."
군계일학,"Mainichi Newspapers Bottle 새로운 소식을 전하는 생수 볼 수 있으며, 광고도 실을수 있어 생수의 가격은 내려간다. 또한 거기에서 얻은 수익은 기부도 하고 있다. 최근 대안광고 및 패키지 중엔 [IDIOM]이라 할만큼 훌륭한 사례라고 할 수 있다. 훌륭하다. DESIGN Yoshinaka Ono "
다다익선,"인슈테크Insurtech 거시적 동향 Industry4.0기술을 통한 현황을 중심으로 최승일 선임 연구원 연결해 필요 시 바로 연결할 수 있도록 추가적인 서비스를 제공합니다. 국내 P2P보험 중개 플랫폼 '[IDIOM]' 두 번째로, [IDIOM]이라는 P2P 보험 중개 플랫폼을 제공하는 서비스가 있습니다. 은 고객이 먼저 필요한 상품의."
다다익선,"공무원 시험, 필기편 12. 11월12월 것이 없습니다. 다만, 해설이 잘 되어있는 책들을 잘 찾아다니시라는 것이 팁아닌 팁이라고 볼 수 있겠습니다. 그리고 [IDIOM], 최대한 많이 풀어보는 것, 많이 분석해보는 것, 많이 읽어보는 것이 중요하다고 할 수 있겠습니다. 한국사 제가 국사 공부."
함흥차사,"어쩌다가 이렇게 되었나? 다문화가정의 위기와 해체를 바라보다 있으며, 가족간에 화목하게 살았으며, 아이가 올해 2018년 4살이라고 했다. 그런데 최근에 그녀가 친정집에 다녀오겠다면서 [IDIOM]가 되었다는 소식을 그 형님으로 부터 듣게 되었다. 그 이전에 그 형님은 천주교인 이였는데 성당에서 간질병이 있는."
군계일학,길 잃은 자동차 광고 데이즈드. 2010년 12월 투입되기에 보다 안전한 결정에 수긍해야 했을 것이다. 가족과 친구와의 약속들을 등진 채 수많은 경쟁요소들 사이에서 [IDIOM]이 되기 위해 들였던 고민과 밤샘의 시간은 과거에 비해 결코 뒤지지 않았을 것이다. 현실의 중력을 넘어 판타지로 가득.
대기만성,진정한 신사 자리가 사람을 만든다는 말의 진면목 모습을 갖추기 위해서는 어느정도 다각적인 입지의 경험이 필요한 것 같습니다. 척확지굴 이구신야 [IDIOM] 이러한 면모는 다방향적 경험의 부재로서는 아무리 학문적인 접근법을 통해서도 접근할 수 없는 관점으로.
군계일학,등산크루 르네산술한라산편 4 2020 어쩌다 한라산 다녀온 일기 3 없는 아저씨였다. 가볍고 빠른 복장과 걸음 탓에 온갖 보호대와 등산스틱으로 무장을 해도 헥헥거리는 다른 등산객들 사이 [IDIOM]이었다. 대답 또한 차림새처럼 쏘 심플했다. 누구신데요? 저 사장님 지금 정상 두 번 찍고 내려가는 거에요. 헐.
다다익선,"내 자리를 찾아간다는 것 자리를 찾으면 돈은 따라올텐데. 전자책 판매량이 많다거나, 유튜브 구독자수나 팬이 많다거나. 그런데 문득 멈춰서서 생각해보았다. 물론 모든 것들은 [IDIOM]일 수 있겠지만. 내가 정말 추구하고자 하는 것이 무엇이지? 나는 어떤 삶을 살고 싶었던 거지? 이렇게까지 역류성식도염."
대기만성,노력의 천재 마미손 매드클. 아니 마미손의 큰 그림을 응원하는 이유 전투준비 하느라 나 바뻐 세상에 만만한 거 하나 없지 노력 없이 날로 먹는다는 거 억지 성공의 절대 전제 '노력이 첫째' [IDIOM] 우리는 노력의 천재 매드클라운 '노력의 천재' 이 앨범 속에서 매드클라운은 가사를 쓰고 또 고치고 연습 또 연습한다.
군계일학,"간략 삼국지16 삼고초려 나이에 대학자 석도의 밑에서 수학하였다. 동문 중에 서서와 맹건은 공명보다 나이가 위였으나, 공명의 학문은 날이 갈수록 [IDIOM]을 이루었다. 맹건 삼고초려와 제갈공명 공명은 스무 살이 되기 전에 학당을 떠나 초려."
다다익선,"법인설립목적은 [IDIOM]?많으면 좋은가 법인설립목적은 [IDIOM]? 그렇다면 법인설립목적은 [IDIOM]일까요? 많으면 많을 수록 좋은 걸까 라는 궁금증이 생깁니다. 100 옳은 정답은 아닙니다. 많으면 많을 수록 다양한 사업을 진행하고 성장 가능성이 크며, 다양한 수익모델을 가지고 있기에 안전하다고 비춰질 수 있습니다. 그렇지만."
다다익선,누릴수있는것을누리면 행복해진다 과천 미술관 모든 것들을 자신만의 언어로 형상화했다. 다리가 아파서 시계를 보니 세 시간이 훌쩍 넘어 있었다. 백남준의 거대 작품 [IDIOM] 옆으로 가면 미술관의 유일한 카페가 나온다. 커피 한 잔과 함께 미술관 정원을 음미하고 다리도 쉬었다. 그 어느 곳으로.
백전백승,"단점은 극복하지 않아도 된다. 아니, 어차피 극복할 수 없다. 스스로를 관심 있게 들여다보고 강점을 파악한 뒤, 그 강점을 활용해 팀에게 관심을 갖는 것. 적을 알고 나를 알아야 [IDIOM]이라는 말이 있다. 순서를 바꿔보자. 나를 알고 팀원을 알면 ! 강점을 찾아라! 나를 포함한 많은 팀장들은 자신은."
백전백승,"11 전시회 참가 준비를 위한 효율적 일정관리 방법 중소기업을 위한 전시 마케팅 노하우 타겟팅하는 것이라고 했다. 따라서 8주 전 전시회 준비를 시작할 때, 바이어에 대한 고민과 타깃팅을 시작하라. 지피지기면 [IDIOM]이다. 나를 알고 바이어를 알면 전시회의 참가 목적을 달성할 것이다. 6주 전 바이어 1차 초청 및 홍보 착수 바이어의."
대기만성,"태풍이 지나가고 after the storm feat. 심호흡 아베 히로시는 태풍이 휘몰아친 날, 헤어졌던 가족과 함께 예기치 못한 하룻밤을 보내게 되는데 아직 철들지 않은 [IDIOM]형 아빠 료타 조금 더 나은 인생을 바라는 엄마 쿄코마키 요코 빠르게 세상을 배워가는 아들 싱고요시자와 타이요."
대기만성,"놀기도 싫고 공부하기도 싫고 꿈은 없고 수 있는 나이인데 말이다. 성공의 타이밍이 빨리 오는 사람과 늦게 오는 사람이 있다는 것도 확실하게 알고 있어야 한다. [IDIOM]형이라는 것이 이 세상에 분명히 존재한다. 꼭 이른 나이에, 젊은 나이에 성공할 필요는 없다. 어떤 일이든 5년 이상하면."
백전백승,"소개팅했는데 직진하고 싶다! but 티 안 나게 애프터 상대의 마음을 끌어내는 방법은 무엇일까? 1. 그가 리스너Listener인지 스피커Speaker인지 알고 리드하기 지피지기면 [IDIOM], 말해서 무엇하리. 상대의 성향을 먼저 이해하자. 듣는 것을 좋아하는 사람이 있고리스너, 자신의 이야기를 들려주는 것."
다다익선,"현대미술이 처음이신가요? 현대미술은 처음인데요 by 안휘경, 제시카 체라시 라는 질문에 대한 답변도 여기서 도출된다. 저자의 말마따나, ""현대미술은 우리의 현재를 정확히 보여준다."" 백남준, [IDIOM] 라스코 벽화의 그림은 선사시대의 생활상, 그들이 좇거나 숭배하는 것을 보여주었다. 마네의 그림은 당시 기득권층의 위선과."
대기만성,0.7에서 포기하지 않는 힘 김성룡 바둑랩 알려지지 않았던 조승아 라는 바둑프로가 있다. 98년생이니 이제 한참 바둑의 전성기에 진입한 나이. 2020년부터 뒤늦게 [IDIOM]형으로 포텐셜이 터지고 있는 중인데 여자세계대회 중 최고상금우승 9000만원이 걸린 제4회 오청원배에서 24강전에서는 2.
백전백승,창업자가 직접 써 본 면접 뒷담화 1 면접에 불합격 할 수밖에 없는 유형  스스로 주도면밀하게 관찰하고 그 결과에 대해 셀프 피드백을 오랜 기간 했던 타입이다. 지피지기면 [IDIOM]이란 말이 이쯤에서 떠오르는데 아직 [IDIOM]이라 자만할 순 없으니 지피지기면 5개의 실패 중 반절은 피해갈 수 있다 정도로 위안해 본다. 음.
함흥차사,"술로 마음을 빚다 4 증자, 고두밥을 찌고 식히다 한 장 첨부하면서 말이다. '날이 좋아요! 시간되면 같이 뛰어요!' . 답이 없다. 그녀는 혼자 화가 났다. 사람 마음만 키워놓고 [IDIOM]인 그의 태도에 화가 났다가, 무슨 일이 있을거라며 부정했다가, 분노했다가, 괜찮다고 타협하다가, 억울했다가."
군계일학,"초등 6학년의 어휘력 현주소 아들아, 아는 단어가 이리 부족하면 줄 알았지. 며칠 전부터 곱창이 먹고 싶었는데. 근데 곡창은 뭐야?"" 둘째의 동문서답은 하루 이틀 이야기가 아니다. ""손흥민은 [IDIOM]이지""라고 말하면 ""공개희락?""이라고 되묻고 ""형은 박학다식하잖아""라면 ""박학대식? 대식가? 형이 좀 많이 먹지""라고."
대기만성,나이만 먹어서 미안합니다만 앨버트 바라바시 교수의 성공 방정식에 격하게 공감함 퇴직 후 모두가 연구를 그만둘 때 그는 20년을 더 연구했고 87세에 세포 연구 공적으로 노벨화학상을 수상했다. [IDIOM]의 대명사입니다. 그러고도 그는 90세로 죽기 바로 전날까지 연구실로 출근합니다. 3. 일본 화가 가쓰시카 호쿠사이는 자신의 일흔.
백전백승,[거북목 2편] 거북목에서 벗어나는 스트레칭 완.결.판 해부학적으로 알아보는 재미있는 스트레칭 진 근육을 강화시키는 운동에 대해서 알아보겠습니다. Merry christmas Happy new year ! 지피지기 [IDIOM] 지체지기 백통백유 SOP와 함께 건강하게 운동해요 LOVE MY BODY LOVE YOUR BODY 나를 사랑하기.
다다익선,"연말선물은 29CM [IDIOM]물로 혜택까지 챙기자 ! 29CM 연말선물은 29CM [IDIOM]물로 혜택까지 챙기자 ! 안녕하세요 패션블로거 코코다니입니다 드디어 설레는 12월이 다가왔습니다매년 다가올. 이벤트,연말에도 [IDIOM]물을 소개해드리려고 합니다 EVENT 21.12.01 21.12.31 29CM 선물하기로 1만원 이상 선물을 한 모든 회원을 대상 선물하기."
함흥차사,"[IDIOM] 나가면 [IDIOM]인 아느님, 누구를 닮았나 했더니 날 꼭 닮았습니다. 다 내가 뿌린 씨앗을 거두는 거지요. 자꾸 잊어버리고 살다가 그것을 알아차릴 때마다 부모님께 전화를 드립니다. 어머니 요새도 운전하나? 나 네. 해야지요. 한결이 공부시키려면 다른 수가 없네요. 어머니 먹고."
군계일학,"아라비아 하늘의 자랑스러운 한국인 나의 목표는 나의 승무원과 승객을 위한 안전운항 다양한 훈련기와 CN235가 주 기종으로 그리고 C130을 자주 탈 기회가 있었다. 모두가 좋은 항공기였지만, 단연코 B777은 [IDIOM]이다. 튼튼한 기체구조와 시스템의 안정성과 조종사들의 부담을 줄여주는 조종 단순성까지 B777은 B747만큼이나 인류 항공."
백전백승,당신의 연봉을 낮추기 위한 회사의 전략들 뒤돌아 보니 트릭이었던 것들. 받았다. 이러한 경험과 강연내용 그리고 지인들의 사례를 바탕으로 연봉 협상의 기술에 대해서 정리해보겠다. 지피지기면 [IDIOM]이라고 했다. 연봉 협상의 기술에 대해 배우기 위해서는 먼저 상대방인 회사가 당신의 연봉을 낮추기 위해 어떠한 생각을.
다다익선,단어 수집가 보이글방 수업일지 04. 존재였다. 우리는 그저 '가지고 있다'는 행위를 지키기 위해 얼마나 많은 공을 들이는가. 필요성을 곱씹어 따지기 전에 [IDIOM]을 갖다붙인 가치관에 휩쓸려 오히려 훌룽훌렁 살 자유를 박탈당하고 있는건 아닌가. 어른의 세상에서 살던 나는 어린이들의.
백전백승,"부부싸움, 어디까지 해 봤니? 달라도 너무 다른 우리 부부싸움의 시기별 특징, 일명 '부부싸움 변천사'를 한 번 정리해봤다. 1단계 무식해서 용감하게 싸웠다. 지피지기면 [IDIOM]이라고 하였거늘, 신혼 때는 지피지기가 안 되니 늘 백전백패였다. 놀랍게도 둘이 싸웠는데 둘 다 백전백패. 이기는 사람."
다다익선,"지구의 날, 불끄기만 알고 있었니? 지자체, 기업, 시민단체 등 전국 각지에서 52주년 행사 진행 내에 다 먹은 캘로그 시리얼 파우치를 반납하면 선착순 300명에게 업사이클 키링을 증정합니다. 스타벅스 다회용컵 [IDIOM] 이벤트 일시장소 04.05 04.30 이벤트별 상이 국내 스타벅스는 지구의 날을 맞아 4월 한 달간 다회용컵 사용 확산을."
다다익선,"한국 비디오 아트 7090시간 이미지 장치 국립현대미술관 과천, 2020.05.06의 기록 저수지랑 숲, 동물원을 내려다보는 그 순간만큼은 아무의 방해도 받지 않고 나를 꾸미지 않아도 되는 순간이어서 좋았다. [IDIOM]은 22년까지 수리 중, 벽면에서. 이렇게라도 만나는? , 내가 과천 현대미술관을 좋아하는 이유 중 하나."
백전백승,"조기폐경을 걱정하는 당신에게 때 이른 폐경을 막는 네 가지 방어전략 미칩니다. 그렇기에 어쩌면 이 글은 '조기폐경' 그 자체보다 '조기폐경을 걱정하는 것'을 위한 글일 겁니다. 지피지기면 [IDIOM], 내 몸의 현재 스코어를 인식하고 나에게 영향을 주는 외부요인들을 파악한다면 하지 않아도 될 걱정에서 벗어날 수 있을."
조령모개,"[IDIOM] 아침에 명령을 내렸다가 저녁에 다시 고친다는 뜻으로, 계획이나 결정 따위를 자꾸 바꾸어서 갈피를 잡기가 어려움을 이르는 말"
대기만성,모닝레터1110.충무로 여풍당당 이경미손예진 영평상 감독상여우주연상 수상으로 연말 시상식 기대감 이의를 제기하기 어려워보이네요. 이들의 수상은 수 많은 촬영 현장에서 입봉이나 데뷔를 꿈 꾸는 여성 영화인들에게 [IDIOM]형의 성공에 동기부여를 할 수 있을 듯합니다. 새 작품에서 이경미 감독과 배우 손예진의 더 발전된 모습 기대해주시길. From.
개과천선,"이상한 동물 상담 전화하기 전에 한번 더 생각해 봐. 내가 누구게? 것 같던데요. 내가 개를 버리면 유기견이 늘어나는 거고, 그쪽은 유기견이 늘어나는 게 싫을 테니까, 와서 우리 집 개를 [IDIOM] 시켜놓으세요, 유기견 늘어나지 않게. 마음 바뀌어서 버리지 않을지도 모르잖아요. 상담 2. 상담자 강아지가 며칠 전부터."
개과천선,"더 더트The Dirt, 2019, 넷플릭스 80년대 팝 메탈과 자기파괴의 카타르시스 Rocks의 드러머 래즐Razzle이 사망한 사건이죠. 다른 밴드나 영화였다면 멤버들은 이때 정신을 차리고 죗값을 받거나 [IDIOM]했겠지만. 이들은 그러지 않았습니다. 그 다음에는 1987년, 베이시스트 니키 식스가 헤로인을 지나치게 많이 주사한."
다다익선,21세기 중국과 생명과학과 취업 포인트 1 중국과 생명과학 황딱TV [IDIOM] 특강 035 오늘의 황딱TV [IDIOM]특강은 생명과학과 3학년 학생들과 함께했습니다. 중국과 생명과학은 어떤 연관성이 있을까요? 지금 이 시점에서 취업을 하기위해서는 어떠한 대비를 해야할까요? 다윗은 골리앗을 어떻게 이겼을까요? 하나. 중국에 대하여 1탄 둘.
다다익선,"주체적으로 우유부단하게 사는 방법 시시콜콜한 이야기 이정민 전에 결혼을 하게 될지도 잘 모르겠지만 결혼을 목표로 해서 더 많은 남자를 만나보라는 충고를 한다. 저렴하게는 [IDIOM]이라고 이야기를 하고, 좀 더 그럴듯한 이야기로는 다양한 사람을 만나보면 더 좋은 사람을 만나는 눈을 가질 수 있다고 이야기."
백전백승,[폰더 씨의 위대한 하루] 인생이라는 게임 인생이라는 게임 전반전이 끝났다. 스코어는 20. 언제나 그렇듯 이 팀은 전반전을 두 골차 이상으로 리드하고 있으면 [IDIOM]이다. 상대편은 이미 패배를 직감한 듯한 모습들이다. 그렇게 후반전이 시작되었다. 이상한 일이 벌어진다. 두 골차이로 지고.
다다익선,"[스텔라 풍수] 결혼하고 싶은 여자가 되는 풍수 법 알아두면 쓸모 있는 개운 풍수 특강 아닌 네모난 것을 구입하여 사용해 보세요. 이렇게 하면 생활 속에서 쉽게 따라 할 수 있고 결혼 운도 높일 수 있습니다. [IDIOM]! 인테리어 소품은 짝수 개로 여러 개를! 결혼하고 싶은 여자로 변신하는 생활 속 개운 풍수 법 마지막 방법은, 위에 설명."
백전백승,"예산 별 데이터 상품 꿀조합은? 일 잘하는 마케터들의 데이터 활용 방법 남녀연령 별 설치 앱 순위를 알 수 있는 100만원의 상품은 현재 40만원으로 제공하고 있습니다. 적을 알고 나를 알면 [IDIOM]이다 손자병법에 나온 이야기죠. 앱 설치 리스트는 나를 아는 것도, 적경쟁사의 현황을 아는 것도 가능해요. 만약."
다다익선,"39 물의 도시 암스테르담 하이네켄 공장 생맥주 한 잔으로 교환할 수 있는데, 2개를 한 번에 쓰면 시중에 팔지 않는, 하이네켄 Extra cold를 맛볼 수 있다. 나는 [IDIOM]이라며 두 잔의 맥주를 마셨는데, 그러지 말아야 했다. 이곳에서 만난 한국인들의 말에 의하면 Extra cold의 맛은 차원이."
군계일학,"셀프 운동의 시대 유튜브로 운동 입문하는 초보자에게 최선은 PT, 차선은 유튜브셀프 홈트. 주거나 알려드리면 보고 들은 것을 토대로 자신의 몸으로 섬세하게 표현을 매우 잘하셨습니다. PT 회원 중에서도 이 부분은 [IDIOM]이었습니다. 이랬기에 배우라는 직업으로 살고 계시겠지만 굳이 배우에게만 해당하는 말은 아닙니다. 일반인 중에도 흉내."
다다익선,에구에구 베이글 샌드위치 B를 위한 남자 요리 줘서 빈틈이 없게 만들어준다. 그 위에 집에 있는 치즈를 요로코롬 찢어서 올려준다. 치즈는 각 2개씩 올려줬다. 치즈는 [IDIOM]. 뚜껑을 덮고 좀 오래 봤는데 이게 노른자 흰자 익는 속도가 느리고 베이글 바닥이 약간 타는 기운이 있어서 급하게 에이프.
대기만성,"겨울, 얼어붙은 손과 마음을 녹여준 작은 아들내미 절대 차별 안 하고 키우겠다 자신했는데, 현실은 늘 작은 아들은 찬밥이었 물 그럼 히 바라보는 큰 아들의 모습이 속상했다. ""유빈이 좋겠다. 나는 80점이 제일 잘한 건데."" ""온유야! 괜찮아 너는 [IDIOM]형이야 80점도 엄청 잘했지 작년에는 2030점인데, 그리고 시험 잘 본다고 다 잘한 거 아니다. 걱정 마 괜찮아"" 위로."
조령모개,"아사히신문 사설 2021.12.04. 입국 제한 조치, ""[IDIOM]""로 불신감 악화  2021124 500 사설 입국 제한 조치, ""[IDIOM]""로 불신감 악화 2021년 12월 4일 ."
조령모개,"투자자는 [IDIOM]해야 한다 !  [IDIOM]는 아침에 명령을 내리고 저녁에 고친다 는 뜻이다. 삼성의 경영자들은 ""과를 내기 위해서라면 [IDIOM]도 부끄러운 일이 아니다"" 는 결의를 다졌다고 한다. 필요하다면 체면을 버리고 스스로 했던 말을 번복하는 습관들이 오늘의 삼성을 만든것이다. 디지털 시대는 아침이."
다다익선,"만약 십 년 전에 엄마를 시작했었더라면. 거실 마루가 방안이 짐으로 가득 차지 않아도 되고 최소한의 것들로만 채워져 있어도 충분히 행복할 수 있다는, 과거의 [IDIOM]의 소유욕보다는 현재 우리 사회에서 불고 있는 공유와 미니멀 라이프를 지향하는 젊은 세대의 신 육아 아이템인 것 같다. 내."
개과천선,"[야근의 꿈, 블루문 특급] 빛나는 밤에 정도 되려나요? 이전에 Kinght Rider를 전격 Z작전이란 해괴망측한 제목으로 가공했던 KBS치곤, [IDIOM]급 개명력을 보여준 셈이었습니다. 나이트 라이더를 직역한 기사기사도 이상하긴 하네요. 유상무상무상 같은."
개과천선,"부활의 의미 PTL Time 39 드리는 자의 애티튜드가 아니라 행위로써의 예배. 즉, 종교의식으로의 모습이다. 물론 지금이라고 회심을 했다거나 [IDIOM] 했단 그런 말은 아니다. 나는 나! 나의 속 사람은 여전히 강건하다. 또 마음은 어떤가. 마음의 길은 꼭 미로."
다다익선,"[주간단남] 1월 5주 차 아침 생각 특정 기운이 지나치게 많은 것은 결국 그것이 지나치게 부족한 것과 마찬가지로 보는 과유불급의 원리가 적용된다. '[IDIOM]'은 인간의 탐욕이 반영된 표현일 뿐, 실제의 자연은 과유불급의 원리가 적용된다. 자연 존재의 핵심 원리가 바로 균형과 조화에."
대기만성,왜 나는 책을 쓰고 싶어 하는가 '작가는처음이라' 북 리뷰 이번에도 십중팔구 마음먹기로 끝날게 뻔하겠지만. 그래도 혹시 모르지 않는가! 십중팔구 마음먹기가 문득 [IDIOM] 실행하기로 전환되려는지! 이렇게 마음만 먹고는 실행을 미적거리는 나를 도와주려는지 신청한 책 작가는처음이라가.
백전백승,카카오게임 에키홀릭의 [IDIOM] CBT 후기 [IDIOM] 중국 내 게임 시장 상위권에서 꾸준히 사랑받았던 게임 구룡전이 [IDIOM]이라는 이름으로 국내 출시를 기다리고 있으며 드디어 CBT를 시작하게 되었습니다. RPG와 AOS의 결합이라는 참신한 소재가 흥미를 유발하였고 몇 번의 고배를 마셨던 게임과는 다른 디테일한 면까지 개인적으로.
함흥차사, [IDIOM]  [IDIOM] 함흥으로 파견된 차사. 심부름을 가서 아무 소식이 없이 돌아오지 않거나 늦게 오는 사람을 비유적으로 이르는 말. .
다다익선,"성in건강 이야기 유튜브채널 [성in건강TV] 호르몬 변화와 스킨십에 대한 만족도를 조사했다. 그 결과, 연구진은 사랑하는 사람 간의 스킨십은 [IDIOM] 인 것으로 결론지었다. [IDIOM]에 밑줄 쫙 주의할 것은 상대의 성향에 따라 과한 스킨십이 약이 될 수도, 독이 될 수도 있다는 것이다."
다다익선,런던에서 경제적으로 살려면? 살림편 런던과 이별하는 일 D11 따로 빼놓는 것. 동네에 리들이 있다면 이미 리들만의 저렴한 가격대로 많은 돈을 저축할 수 있겠지만 할인과 혜택은 [IDIOM]. 투 굿 투 고 박스로 장보기 값을 훅 줄일 수 있다. 2. Sainsbury's Nectar Card 넥타Nectar 앱 화면 이미지 출처.
백전백승,주식시장과 평행우주 [자꾸만 경제적으로 생각해보기] 아쉽게도 과거란 이미 고정되어 변화시킬 수 없는 시간 때의 사건이다. 그렇다면 반대로 우리가 과거로 돌아갈 수만 있다면 누구나 [IDIOM]의 주식투자 전문가가 될 수 있을까? 표면적으로는 너무나 쉬워 보인다. 마치 로또 번호를 들고 일주일 전 시점.
군계일학,"봄꽃이 주는 선물 듀센미소 곱고 아름답다. 아침, 저녁으로 무수히 지나쳤지만 인식하지 못한 사이에 나무는 하얗게 만개하였다. 칙칙한 아파트에 [IDIOM]으로 피어있는 목련 덕분에 아파트가 화사해진다. 목련 옆의 작은 동백꽃도 활짝 피어있다. 목련보다 훨씬 이전에 앞서 피어."
마부작침,[IDIOM] [IDIOM] 도끼를 갈아 바늘을 만든다 도끼를 작은 바늘이 될때까지 간다는 것은 어려운 일이라도 끈기 있게 노력하면 목표를 이룰 수 있다는 뜻. 저 역시 타운하우스 부지를 매입함에 있어 정말 안될 것 같았던 일들도 포기를 하지 않고 죽을 각오로 노력을 한 결과 소유권이전을 완료한.
백전백승,"중소기업 연봉협상, 나만 모르는 [IDIOM] 비법! 중소기업 연봉협상 나만 모르는 [IDIOM] 비법! 안녕하세요. 좋은 일 찾을 땐 인크루트 입니다. 회사마다 연봉 협상을 하는 시기는 다르겠지만 크게 매년 초 전 직원이 일괄적으로 협상을 할 수도 있고 아니면 직원마다 입사한 일 기준으로 1년째 되는 날을 기준으로 연봉 협상을 하는 곳도."
군계일학,"'블랙록'은 '금융 플랫폼' 회사다! 블랙록이 만든 자산운용을 위한 마술램프 플랫폼 알라딘 로고 이러한 연기금, 은행, 증권, 자산운용사 등 대형 투자기관 펀드 매니저를 위한 서비스 플랫폼 중 알라딘Aladdin은 [IDIOM]이다. 알라딘은 세계 최대의 자산운용사인 블랙록이 운영중인 운용사 대상 종합 서비스 플랫폼이다. 알라딘."
개과천선,[IDIOM]   고칠 개 허물과 지날 과 옮길 천 착할 선 지난날의 허물을 고쳐 올바르고 착하게 됨. 진 혜제 때 양흠 지방에 주처가 살았다. 동오 파양 태수였던 아버지 주방이 일찍 세상을 떠 가르침과 보살핌을 못 받아서일까.
개과천선,"빵이 없었다면 레미제라블은 쓰이지도 않았다. [북앤쿡] 제 2화 위한 책인 것을 감안하면 그런 부분은 넘어 갈 수도 있다. 감옥에서 면회 한 번도 받지 못한 사람이 미리엘 주교를 만나면 [IDIOM] 할 수도 있지. 은식기를 훔친 자에게 은촛대까지 내어 주는 마음이 어디 쉬울쏘냐. 그런데, 자베르 경감이 참회의 눈물을."
대기만성,사주를 믿나요? 눈물 없이 못 듣는 이야기. 이 운기가 지나가야 일이 풀리기 시작할 텐데 아직도 2년이나 남았다고. 운이 천천히 오는 사주라고 하네요. 바로 [IDIOM]형 사주! 현재 운이 가장 답답한 이유는 불로 태어났는데 젖어있는 나무가 올라가 있어서 타지 않고 연기만 나고 있다고 했어요.
개과천선,"상사 눈 밖에 나지 않는 초간단 꿀팁 '행동하는 사람 2가 행동하지 않는 사람 98를 지배한다' 때문에 직장생활에서 능력만큼 가치 있는 것은 자신의 문제점을 스스로 파악해 고치려는 의지다. 상사는 부하직원에게 [IDIOM]이 아닌 적토성산, 흙을 모아 산을 이룬다을 바랄 뿐이다. 시간이 흐르면 상사도 변하고 있는 모습을 인지할 것이다."
대기만성,"33. 장마 단상 부모의 체면과 욕망을 앞세우는 현실이지 않을까 싶다. 나의 장마가 끝나기 위해서는 여러 상황과 맞물려야 하기에 [IDIOM] 심정으로 하늘의 때를 기다려 본다. 보육계의 장마 해소는 어른들이 자신의 이익이나 정치공학적 셈법이 아니라, 보육의 본질 즉."
